,start_time,end_time,sensor_id,no_of_cars,start_date,time
1273,2018-09-25 10:05:00,2018-09-25 10:10:00,SENSITY-kc-14,6.0,2018-09-25,10:05:00
1274,2018-09-25 10:10:00,2018-09-25 10:15:00,SENSITY-kc-14,6.0,2018-09-25,10:10:00
1275,2018-09-25 10:15:00,2018-09-25 10:20:00,SENSITY-kc-14,6.0,2018-09-25,10:15:00
1276,2018-09-25 10:20:00,2018-09-25 10:25:00,SENSITY-kc-14,6.0,2018-09-25,10:20:00
1277,2018-09-25 10:25:00,2018-09-25 10:30:00,SENSITY-kc-14,6.0,2018-09-25,10:25:00
1278,2018-09-25 10:30:00,2018-09-25 10:35:00,SENSITY-kc-14,4.0,2018-09-25,10:30:00
1279,2018-09-25 10:35:00,2018-09-25 10:40:00,SENSITY-kc-14,4.0,2018-09-25,10:35:00
1280,2018-09-25 10:40:00,2018-09-25 10:45:00,SENSITY-kc-14,4.0,2018-09-25,10:40:00
1281,2018-09-25 10:45:00,2018-09-25 10:50:00,SENSITY-kc-14,4.0,2018-09-25,10:45:00
1282,2018-09-25 10:50:00,2018-09-25 10:55:00,SENSITY-kc-14,4.0,2018-09-25,10:50:00
1283,2018-09-25 10:55:00,2018-09-25 11:00:00,SENSITY-kc-14,4.0,2018-09-25,10:55:00
1284,2018-09-25 11:00:00,2018-09-25 11:05:00,SENSITY-kc-14,4.0,2018-09-25,11:00:00
1285,2018-09-25 11:05:00,2018-09-25 11:10:00,SENSITY-kc-14,4.0,2018-09-25,11:05:00
1286,2018-09-25 11:10:00,2018-09-25 11:15:00,SENSITY-kc-14,4.0,2018-09-25,11:10:00
1287,2018-09-25 11:15:00,2018-09-25 11:20:00,SENSITY-kc-14,4.0,2018-09-25,11:15:00
1288,2018-09-25 11:20:00,2018-09-25 11:25:00,SENSITY-kc-14,4.0,2018-09-25,11:20:00
1289,2018-09-25 11:25:00,2018-09-25 11:30:00,SENSITY-kc-14,3.0,2018-09-25,11:25:00
1290,2018-09-25 11:30:00,2018-09-25 11:35:00,SENSITY-kc-14,3.0,2018-09-25,11:30:00
1291,2018-09-25 11:35:00,2018-09-25 11:40:00,SENSITY-kc-14,3.0,2018-09-25,11:35:00
1292,2018-09-25 11:40:00,2018-09-25 11:45:00,SENSITY-kc-14,3.0,2018-09-25,11:40:00
1293,2018-09-25 11:45:00,2018-09-25 11:50:00,SENSITY-kc-14,3.0,2018-09-25,11:45:00
1294,2018-09-25 11:50:00,2018-09-25 11:55:00,SENSITY-kc-14,2.0,2018-09-25,11:50:00
1295,2018-09-25 11:55:00,2018-09-25 12:00:00,SENSITY-kc-14,2.0,2018-09-25,11:55:00
1296,2018-09-25 12:00:00,2018-09-25 12:05:00,SENSITY-kc-14,1.0,2018-09-25,12:00:00
1297,2018-09-25 12:05:00,2018-09-25 12:10:00,SENSITY-kc-14,1.0,2018-09-25,12:05:00
1298,2018-09-25 12:10:00,2018-09-25 12:15:00,SENSITY-kc-14,1.0,2018-09-25,12:10:00
1299,2018-09-25 12:15:00,2018-09-25 12:20:00,SENSITY-kc-14,1.0,2018-09-25,12:15:00
1300,2018-09-25 12:20:00,2018-09-25 12:25:00,SENSITY-kc-14,1.0,2018-09-25,12:20:00
1301,2018-09-25 12:25:00,2018-09-25 12:30:00,SENSITY-kc-14,1.0,2018-09-25,12:25:00
1302,2018-09-25 12:30:00,2018-09-25 12:35:00,SENSITY-kc-14,1.0,2018-09-25,12:30:00
1303,2018-09-25 12:35:00,2018-09-25 12:40:00,SENSITY-kc-14,1.0,2018-09-25,12:35:00
1304,2018-09-25 12:40:00,2018-09-25 12:45:00,SENSITY-kc-14,1.0,2018-09-25,12:40:00
1305,2018-09-25 12:45:00,2018-09-25 12:50:00,SENSITY-kc-14,1.0,2018-09-25,12:45:00
1306,2018-09-25 12:50:00,2018-09-25 12:55:00,SENSITY-kc-14,1.0,2018-09-25,12:50:00
1307,2018-09-25 12:55:00,2018-09-25 13:00:00,SENSITY-kc-14,1.0,2018-09-25,12:55:00
1308,2018-09-25 13:00:00,2018-09-25 13:05:00,SENSITY-kc-14,1.0,2018-09-25,13:00:00
1309,2018-09-25 13:05:00,2018-09-25 13:10:00,SENSITY-kc-14,1.0,2018-09-25,13:05:00
1310,2018-09-25 13:10:00,2018-09-25 13:15:00,SENSITY-kc-14,1.0,2018-09-25,13:10:00
1311,2018-09-25 13:15:00,0,0,0.0,0,0
1312,2018-09-25 13:20:00,2018-09-25 13:25:00,SENSITY-kc-14,1.0,2018-09-25,13:20:00
1313,2018-09-25 13:25:00,2018-09-25 13:30:00,SENSITY-kc-14,2.0,2018-09-25,13:25:00
1314,2018-09-25 13:30:00,2018-09-25 13:35:00,SENSITY-kc-14,1.0,2018-09-25,13:30:00
1315,2018-09-25 13:35:00,0,0,0.0,0,0
1316,2018-09-25 13:40:00,2018-09-25 13:45:00,SENSITY-kc-14,2.0,2018-09-25,13:40:00
1317,2018-09-25 13:45:00,2018-09-25 13:50:00,SENSITY-kc-14,2.0,2018-09-25,13:45:00
1318,2018-09-25 13:50:00,2018-09-25 13:55:00,SENSITY-kc-14,3.0,2018-09-25,13:50:00
1319,2018-09-25 13:55:00,0,0,0.0,0,0
1320,2018-09-25 14:00:00,0,0,0.0,0,0
1321,2018-09-25 14:05:00,2018-09-25 14:10:00,SENSITY-kc-14,1.0,2018-09-25,14:05:00
1322,2018-09-25 14:10:00,2018-09-25 14:15:00,SENSITY-kc-14,1.0,2018-09-25,14:10:00
1323,2018-09-25 14:15:00,2018-09-25 14:20:00,SENSITY-kc-14,2.0,2018-09-25,14:15:00
1324,2018-09-25 14:20:00,2018-09-25 14:25:00,SENSITY-kc-14,3.0,2018-09-25,14:20:00
1325,2018-09-25 14:25:00,2018-09-25 14:30:00,SENSITY-kc-14,3.0,2018-09-25,14:25:00
1326,2018-09-25 14:30:00,2018-09-25 14:35:00,SENSITY-kc-14,3.0,2018-09-25,14:30:00
1327,2018-09-25 14:35:00,2018-09-25 14:40:00,SENSITY-kc-14,3.0,2018-09-25,14:35:00
1328,2018-09-25 14:40:00,2018-09-25 14:45:00,SENSITY-kc-14,3.0,2018-09-25,14:40:00
1329,2018-09-25 14:45:00,2018-09-25 14:50:00,SENSITY-kc-14,3.0,2018-09-25,14:45:00
1330,2018-09-25 14:50:00,2018-09-25 14:55:00,SENSITY-kc-14,4.0,2018-09-25,14:50:00
1331,2018-09-25 14:55:00,2018-09-25 15:00:00,SENSITY-kc-14,4.0,2018-09-25,14:55:00
1332,2018-09-25 15:00:00,2018-09-25 15:05:00,SENSITY-kc-14,4.0,2018-09-25,15:00:00
1333,2018-09-25 15:05:00,2018-09-25 15:10:00,SENSITY-kc-14,4.0,2018-09-25,15:05:00
1334,2018-09-25 15:10:00,2018-09-25 15:15:00,SENSITY-kc-14,4.0,2018-09-25,15:10:00
1335,2018-09-25 15:15:00,2018-09-25 15:20:00,SENSITY-kc-14,3.0,2018-09-25,15:15:00
1336,2018-09-25 15:20:00,2018-09-25 15:25:00,SENSITY-kc-14,3.0,2018-09-25,15:20:00
1337,2018-09-25 15:25:00,2018-09-25 15:30:00,SENSITY-kc-14,4.0,2018-09-25,15:25:00
1338,2018-09-25 15:30:00,2018-09-25 15:35:00,SENSITY-kc-14,4.0,2018-09-25,15:30:00
1339,2018-09-25 15:35:00,2018-09-25 15:40:00,SENSITY-kc-14,4.0,2018-09-25,15:35:00
1340,2018-09-25 15:40:00,2018-09-25 15:45:00,SENSITY-kc-14,4.0,2018-09-25,15:40:00
1341,2018-09-25 15:45:00,2018-09-25 15:50:00,SENSITY-kc-14,3.0,2018-09-25,15:45:00
1342,2018-09-25 15:50:00,2018-09-25 15:55:00,SENSITY-kc-14,3.0,2018-09-25,15:50:00
1343,2018-09-25 15:55:00,2018-09-25 16:00:00,SENSITY-kc-14,4.0,2018-09-25,15:55:00
1344,2018-09-25 16:00:00,2018-09-25 16:05:00,SENSITY-kc-14,4.0,2018-09-25,16:00:00
1345,2018-09-25 16:05:00,2018-09-25 16:10:00,SENSITY-kc-14,4.0,2018-09-25,16:05:00
1346,2018-09-25 16:10:00,2018-09-25 16:15:00,SENSITY-kc-14,5.0,2018-09-25,16:10:00
1347,2018-09-25 16:15:00,2018-09-25 16:20:00,SENSITY-kc-14,6.0,2018-09-25,16:15:00
1348,2018-09-25 16:20:00,2018-09-25 16:25:00,SENSITY-kc-14,7.0,2018-09-25,16:20:00
1349,2018-09-25 16:25:00,2018-09-25 16:30:00,SENSITY-kc-14,7.0,2018-09-25,16:25:00
1350,2018-09-25 16:30:00,2018-09-25 16:35:00,SENSITY-kc-14,7.0,2018-09-25,16:30:00
1351,2018-09-25 16:35:00,2018-09-25 16:40:00,SENSITY-kc-14,7.0,2018-09-25,16:35:00
1352,2018-09-25 16:40:00,2018-09-25 16:45:00,SENSITY-kc-14,7.0,2018-09-25,16:40:00
1353,2018-09-25 16:45:00,2018-09-25 16:50:00,SENSITY-kc-14,7.0,2018-09-25,16:45:00
1354,2018-09-25 16:50:00,2018-09-25 16:55:00,SENSITY-kc-14,7.0,2018-09-25,16:50:00
1355,2018-09-25 16:55:00,2018-09-25 17:00:00,SENSITY-kc-14,7.0,2018-09-25,16:55:00
1356,2018-09-25 17:00:00,2018-09-25 17:05:00,SENSITY-kc-14,7.0,2018-09-25,17:00:00
1357,2018-09-25 17:05:00,2018-09-25 17:10:00,SENSITY-kc-14,7.0,2018-09-25,17:05:00
1358,2018-09-25 17:10:00,2018-09-25 17:15:00,SENSITY-kc-14,7.0,2018-09-25,17:10:00
1359,2018-09-25 17:15:00,2018-09-25 17:20:00,SENSITY-kc-14,7.0,2018-09-25,17:15:00
1360,2018-09-25 17:20:00,2018-09-25 17:25:00,SENSITY-kc-14,7.0,2018-09-25,17:20:00
1361,2018-09-25 17:25:00,2018-09-25 17:30:00,SENSITY-kc-14,7.0,2018-09-25,17:25:00
1362,2018-09-25 17:30:00,2018-09-25 17:35:00,SENSITY-kc-14,7.0,2018-09-25,17:30:00
1363,2018-09-25 17:35:00,2018-09-25 17:40:00,SENSITY-kc-14,7.0,2018-09-25,17:35:00
1364,2018-09-25 17:40:00,2018-09-25 17:45:00,SENSITY-kc-14,7.0,2018-09-25,17:40:00
1365,2018-09-25 17:45:00,2018-09-25 17:50:00,SENSITY-kc-14,7.0,2018-09-25,17:45:00
1366,2018-09-25 17:50:00,2018-09-25 17:55:00,SENSITY-kc-14,7.0,2018-09-25,17:50:00
1367,2018-09-25 17:55:00,2018-09-25 18:00:00,SENSITY-kc-14,7.0,2018-09-25,17:55:00
1368,2018-09-25 18:00:00,2018-09-25 18:05:00,SENSITY-kc-14,7.0,2018-09-25,18:00:00
1369,2018-09-25 18:05:00,2018-09-25 18:10:00,SENSITY-kc-14,7.0,2018-09-25,18:05:00
1370,2018-09-25 18:10:00,2018-09-25 18:15:00,SENSITY-kc-14,7.0,2018-09-25,18:10:00
1371,2018-09-25 18:15:00,2018-09-25 18:20:00,SENSITY-kc-14,7.0,2018-09-25,18:15:00
1372,2018-09-25 18:20:00,2018-09-25 18:25:00,SENSITY-kc-14,7.0,2018-09-25,18:20:00
1373,2018-09-25 18:25:00,2018-09-25 18:30:00,SENSITY-kc-14,7.0,2018-09-25,18:25:00
1374,2018-09-25 18:30:00,2018-09-25 18:35:00,SENSITY-kc-14,7.0,2018-09-25,18:30:00
1375,2018-09-25 18:35:00,2018-09-25 18:40:00,SENSITY-kc-14,7.0,2018-09-25,18:35:00
1376,2018-09-25 18:40:00,2018-09-25 18:45:00,SENSITY-kc-14,7.0,2018-09-25,18:40:00
1377,2018-09-25 18:45:00,2018-09-25 18:50:00,SENSITY-kc-14,7.0,2018-09-25,18:45:00
1378,2018-09-25 18:50:00,2018-09-25 18:55:00,SENSITY-kc-14,5.0,2018-09-25,18:50:00
1379,2018-09-25 18:55:00,2018-09-25 19:00:00,SENSITY-kc-14,5.0,2018-09-25,18:55:00
1380,2018-09-25 19:00:00,2018-09-25 19:05:00,SENSITY-kc-14,5.0,2018-09-25,19:00:00
1381,2018-09-25 19:05:00,2018-09-25 19:10:00,SENSITY-kc-14,5.0,2018-09-25,19:05:00
1382,2018-09-25 19:10:00,2018-09-25 19:15:00,SENSITY-kc-14,5.0,2018-09-25,19:10:00
1383,2018-09-25 19:15:00,2018-09-25 19:20:00,SENSITY-kc-14,5.0,2018-09-25,19:15:00
1384,2018-09-25 19:20:00,2018-09-25 19:25:00,SENSITY-kc-14,5.0,2018-09-25,19:20:00
1385,2018-09-25 19:25:00,2018-09-25 19:30:00,SENSITY-kc-14,5.0,2018-09-25,19:25:00
1386,2018-09-25 19:30:00,2018-09-25 19:35:00,SENSITY-kc-14,5.0,2018-09-25,19:30:00
1387,2018-09-25 19:35:00,2018-09-25 19:40:00,SENSITY-kc-14,5.0,2018-09-25,19:35:00
1388,2018-09-25 19:40:00,2018-09-25 19:45:00,SENSITY-kc-14,5.0,2018-09-25,19:40:00
1389,2018-09-25 19:45:00,2018-09-25 19:50:00,SENSITY-kc-14,5.0,2018-09-25,19:45:00
1390,2018-09-25 19:50:00,2018-09-25 19:55:00,SENSITY-kc-14,5.0,2018-09-25,19:50:00
1391,2018-09-25 19:55:00,2018-09-25 20:00:00,SENSITY-kc-14,5.0,2018-09-25,19:55:00
1392,2018-09-25 20:00:00,2018-09-25 20:05:00,SENSITY-kc-14,5.0,2018-09-25,20:00:00
1393,2018-09-25 20:05:00,2018-09-25 20:10:00,SENSITY-kc-14,5.0,2018-09-25,20:05:00
1394,2018-09-25 20:10:00,2018-09-25 20:15:00,SENSITY-kc-14,5.0,2018-09-25,20:10:00
1395,2018-09-25 20:15:00,2018-09-25 20:20:00,SENSITY-kc-14,5.0,2018-09-25,20:15:00
1396,2018-09-25 20:20:00,2018-09-25 20:25:00,SENSITY-kc-14,5.0,2018-09-25,20:20:00
1397,2018-09-25 20:25:00,2018-09-25 20:30:00,SENSITY-kc-14,5.0,2018-09-25,20:25:00
1398,2018-09-25 20:30:00,2018-09-25 20:35:00,SENSITY-kc-14,5.0,2018-09-25,20:30:00
1399,2018-09-25 20:35:00,2018-09-25 20:40:00,SENSITY-kc-14,5.0,2018-09-25,20:35:00
1400,2018-09-25 20:40:00,2018-09-25 20:45:00,SENSITY-kc-14,5.0,2018-09-25,20:40:00
1401,2018-09-25 20:45:00,2018-09-25 20:50:00,SENSITY-kc-14,5.0,2018-09-25,20:45:00
1402,2018-09-25 20:50:00,2018-09-25 20:55:00,SENSITY-kc-14,5.0,2018-09-25,20:50:00
1403,2018-09-25 20:55:00,2018-09-25 21:00:00,SENSITY-kc-14,5.0,2018-09-25,20:55:00
1404,2018-09-25 21:00:00,2018-09-25 21:05:00,SENSITY-kc-14,5.0,2018-09-25,21:00:00
1405,2018-09-25 21:05:00,2018-09-25 21:10:00,SENSITY-kc-14,5.0,2018-09-25,21:05:00
1406,2018-09-25 21:10:00,2018-09-25 21:15:00,SENSITY-kc-14,5.0,2018-09-25,21:10:00
1407,2018-09-25 21:15:00,2018-09-25 21:20:00,SENSITY-kc-14,5.0,2018-09-25,21:15:00
1408,2018-09-25 21:20:00,2018-09-25 21:25:00,SENSITY-kc-14,5.0,2018-09-25,21:20:00
1409,2018-09-25 21:25:00,2018-09-25 21:30:00,SENSITY-kc-14,5.0,2018-09-25,21:25:00
1410,2018-09-25 21:30:00,2018-09-25 21:35:00,SENSITY-kc-14,5.0,2018-09-25,21:30:00
1411,2018-09-25 21:35:00,2018-09-25 21:40:00,SENSITY-kc-14,5.0,2018-09-25,21:35:00
1412,2018-09-25 21:40:00,2018-09-25 21:45:00,SENSITY-kc-14,5.0,2018-09-25,21:40:00
1413,2018-09-25 21:45:00,2018-09-25 21:50:00,SENSITY-kc-14,4.0,2018-09-25,21:45:00
1414,2018-09-25 21:50:00,2018-09-25 21:55:00,SENSITY-kc-14,4.0,2018-09-25,21:50:00
1415,2018-09-25 21:55:00,2018-09-25 22:00:00,SENSITY-kc-14,4.0,2018-09-25,21:55:00
1416,2018-09-25 22:00:00,2018-09-25 22:05:00,SENSITY-kc-14,4.0,2018-09-25,22:00:00
1417,2018-09-25 22:05:00,2018-09-25 22:10:00,SENSITY-kc-14,4.0,2018-09-25,22:05:00
1418,2018-09-25 22:10:00,2018-09-25 22:15:00,SENSITY-kc-14,4.0,2018-09-25,22:10:00
1419,2018-09-25 22:15:00,2018-09-25 22:20:00,SENSITY-kc-14,4.0,2018-09-25,22:15:00
1420,2018-09-25 22:20:00,2018-09-25 22:25:00,SENSITY-kc-14,4.0,2018-09-25,22:20:00
1421,2018-09-25 22:25:00,2018-09-25 22:30:00,SENSITY-kc-14,4.0,2018-09-25,22:25:00
1422,2018-09-25 22:30:00,2018-09-25 22:35:00,SENSITY-kc-14,4.0,2018-09-25,22:30:00
1423,2018-09-25 22:35:00,2018-09-25 22:40:00,SENSITY-kc-14,4.0,2018-09-25,22:35:00
1424,2018-09-25 22:40:00,2018-09-25 22:45:00,SENSITY-kc-14,4.0,2018-09-25,22:40:00
1425,2018-09-25 22:45:00,2018-09-25 22:50:00,SENSITY-kc-14,4.0,2018-09-25,22:45:00
1426,2018-09-25 22:50:00,2018-09-25 22:55:00,SENSITY-kc-14,4.0,2018-09-25,22:50:00
1427,2018-09-25 22:55:00,2018-09-25 23:00:00,SENSITY-kc-14,4.0,2018-09-25,22:55:00
1428,2018-09-25 23:00:00,2018-09-25 23:05:00,SENSITY-kc-14,4.0,2018-09-25,23:00:00
1429,2018-09-25 23:05:00,2018-09-25 23:10:00,SENSITY-kc-14,4.0,2018-09-25,23:05:00
1430,2018-09-25 23:10:00,2018-09-25 23:15:00,SENSITY-kc-14,4.0,2018-09-25,23:10:00
1431,2018-09-25 23:15:00,2018-09-25 23:20:00,SENSITY-kc-14,4.0,2018-09-25,23:15:00
1432,2018-09-25 23:20:00,2018-09-25 23:25:00,SENSITY-kc-14,4.0,2018-09-25,23:20:00
1433,2018-09-25 23:25:00,2018-09-25 23:30:00,SENSITY-kc-14,4.0,2018-09-25,23:25:00
1434,2018-09-25 23:30:00,2018-09-25 23:35:00,SENSITY-kc-14,4.0,2018-09-25,23:30:00
1435,2018-09-25 23:35:00,2018-09-25 23:40:00,SENSITY-kc-14,4.0,2018-09-25,23:35:00
1436,2018-09-25 23:40:00,2018-09-25 23:45:00,SENSITY-kc-14,4.0,2018-09-25,23:40:00
1437,2018-09-25 23:45:00,2018-09-25 23:50:00,SENSITY-kc-14,4.0,2018-09-25,23:45:00
1438,2018-09-25 23:50:00,2018-09-25 23:55:00,SENSITY-kc-14,4.0,2018-09-25,23:50:00
1439,2018-09-25 23:55:00,2018-09-26 00:00:00,SENSITY-kc-14,4.0,2018-09-25,23:55:00
1440,2018-09-26 00:00:00,2018-09-26 00:05:00,SENSITY-kc-14,4.0,2018-09-26,00:00:00
1441,2018-09-26 00:05:00,2018-09-26 00:10:00,SENSITY-kc-14,4.0,2018-09-26,00:05:00
1442,2018-09-26 00:10:00,2018-09-26 00:15:00,SENSITY-kc-14,4.0,2018-09-26,00:10:00
1443,2018-09-26 00:15:00,2018-09-26 00:20:00,SENSITY-kc-14,4.0,2018-09-26,00:15:00
1444,2018-09-26 00:20:00,2018-09-26 00:25:00,SENSITY-kc-14,4.0,2018-09-26,00:20:00
1445,2018-09-26 00:25:00,2018-09-26 00:30:00,SENSITY-kc-14,3.0,2018-09-26,00:25:00
1446,2018-09-26 00:30:00,2018-09-26 00:35:00,SENSITY-kc-14,3.0,2018-09-26,00:30:00
1447,2018-09-26 00:35:00,2018-09-26 00:40:00,SENSITY-kc-14,3.0,2018-09-26,00:35:00
1448,2018-09-26 00:40:00,2018-09-26 00:45:00,SENSITY-kc-14,3.0,2018-09-26,00:40:00
1449,2018-09-26 00:45:00,2018-09-26 00:50:00,SENSITY-kc-14,3.0,2018-09-26,00:45:00
1450,2018-09-26 00:50:00,2018-09-26 00:55:00,SENSITY-kc-14,3.0,2018-09-26,00:50:00
1451,2018-09-26 00:55:00,2018-09-26 01:00:00,SENSITY-kc-14,3.0,2018-09-26,00:55:00
1452,2018-09-26 01:00:00,2018-09-26 01:05:00,SENSITY-kc-14,3.0,2018-09-26,01:00:00
1453,2018-09-26 01:05:00,2018-09-26 01:10:00,SENSITY-kc-14,3.0,2018-09-26,01:05:00
1454,2018-09-26 01:10:00,2018-09-26 01:15:00,SENSITY-kc-14,3.0,2018-09-26,01:10:00
1455,2018-09-26 01:15:00,2018-09-26 01:20:00,SENSITY-kc-14,3.0,2018-09-26,01:15:00
1456,2018-09-26 01:20:00,2018-09-26 01:25:00,SENSITY-kc-14,3.0,2018-09-26,01:20:00
1457,2018-09-26 01:25:00,2018-09-26 01:30:00,SENSITY-kc-14,3.0,2018-09-26,01:25:00
1458,2018-09-26 01:30:00,2018-09-26 01:35:00,SENSITY-kc-14,3.0,2018-09-26,01:30:00
1459,2018-09-26 01:35:00,2018-09-26 01:40:00,SENSITY-kc-14,3.0,2018-09-26,01:35:00
1460,2018-09-26 01:40:00,2018-09-26 01:45:00,SENSITY-kc-14,2.0,2018-09-26,01:40:00
1461,2018-09-26 01:45:00,2018-09-26 01:50:00,SENSITY-kc-14,2.0,2018-09-26,01:45:00
1462,2018-09-26 01:50:00,2018-09-26 01:55:00,SENSITY-kc-14,2.0,2018-09-26,01:50:00
1463,2018-09-26 01:55:00,2018-09-26 02:00:00,SENSITY-kc-14,2.0,2018-09-26,01:55:00
1464,2018-09-26 02:00:00,2018-09-26 02:05:00,SENSITY-kc-14,2.0,2018-09-26,02:00:00
1465,2018-09-26 02:05:00,2018-09-26 02:10:00,SENSITY-kc-14,2.0,2018-09-26,02:05:00
1466,2018-09-26 02:10:00,2018-09-26 02:15:00,SENSITY-kc-14,2.0,2018-09-26,02:10:00
1467,2018-09-26 02:15:00,2018-09-26 02:20:00,SENSITY-kc-14,2.0,2018-09-26,02:15:00
1468,2018-09-26 02:20:00,2018-09-26 02:25:00,SENSITY-kc-14,2.0,2018-09-26,02:20:00
1469,2018-09-26 02:25:00,2018-09-26 02:30:00,SENSITY-kc-14,2.0,2018-09-26,02:25:00
1470,2018-09-26 02:30:00,2018-09-26 02:35:00,SENSITY-kc-14,2.0,2018-09-26,02:30:00
1471,2018-09-26 02:35:00,2018-09-26 02:40:00,SENSITY-kc-14,1.0,2018-09-26,02:35:00
1472,2018-09-26 02:40:00,2018-09-26 02:45:00,SENSITY-kc-14,1.0,2018-09-26,02:40:00
1473,2018-09-26 02:45:00,2018-09-26 02:50:00,SENSITY-kc-14,1.0,2018-09-26,02:45:00
1474,2018-09-26 02:50:00,2018-09-26 02:55:00,SENSITY-kc-14,1.0,2018-09-26,02:50:00
1475,2018-09-26 02:55:00,2018-09-26 03:00:00,SENSITY-kc-14,1.0,2018-09-26,02:55:00
1476,2018-09-26 03:00:00,0,0,0.0,0,0
1477,2018-09-26 03:05:00,0,0,0.0,0,0
1478,2018-09-26 03:10:00,2018-09-26 03:15:00,SENSITY-kc-14,1.0,2018-09-26,03:10:00
1479,2018-09-26 03:15:00,2018-09-26 03:20:00,SENSITY-kc-14,1.0,2018-09-26,03:15:00
1480,2018-09-26 03:20:00,2018-09-26 03:25:00,SENSITY-kc-14,1.0,2018-09-26,03:20:00
1481,2018-09-26 03:25:00,2018-09-26 03:30:00,SENSITY-kc-14,1.0,2018-09-26,03:25:00
1482,2018-09-26 03:30:00,2018-09-26 03:35:00,SENSITY-kc-14,2.0,2018-09-26,03:30:00
1483,2018-09-26 03:35:00,2018-09-26 03:40:00,SENSITY-kc-14,2.0,2018-09-26,03:35:00
1484,2018-09-26 03:40:00,2018-09-26 03:45:00,SENSITY-kc-14,3.0,2018-09-26,03:40:00
1485,2018-09-26 03:45:00,2018-09-26 03:50:00,SENSITY-kc-14,3.0,2018-09-26,03:45:00
1486,2018-09-26 03:50:00,2018-09-26 03:55:00,SENSITY-kc-14,2.0,2018-09-26,03:50:00
1487,2018-09-26 03:55:00,2018-09-26 04:00:00,SENSITY-kc-14,1.0,2018-09-26,03:55:00
1488,2018-09-26 04:00:00,2018-09-26 04:05:00,SENSITY-kc-14,2.0,2018-09-26,04:00:00
1489,2018-09-26 04:05:00,2018-09-26 04:10:00,SENSITY-kc-14,1.0,2018-09-26,04:05:00
1490,2018-09-26 04:10:00,2018-09-26 04:15:00,SENSITY-kc-14,1.0,2018-09-26,04:10:00
1491,2018-09-26 04:15:00,2018-09-26 04:20:00,SENSITY-kc-14,4.0,2018-09-26,04:15:00
1492,2018-09-26 04:20:00,0,0,0.0,0,0
1493,2018-09-26 04:25:00,0,0,0.0,0,0
1494,2018-09-26 04:30:00,0,0,0.0,0,0
1495,2018-09-26 04:35:00,2018-09-26 04:40:00,SENSITY-kc-14,1.0,2018-09-26,04:35:00
1496,2018-09-26 04:40:00,2018-09-26 04:45:00,SENSITY-kc-14,1.0,2018-09-26,04:40:00
1497,2018-09-26 04:45:00,2018-09-26 04:50:00,SENSITY-kc-14,2.0,2018-09-26,04:45:00
1498,2018-09-26 04:50:00,2018-09-26 04:55:00,SENSITY-kc-14,1.0,2018-09-26,04:50:00
1499,2018-09-26 04:55:00,0,0,0.0,0,0
1500,2018-09-26 05:00:00,0,0,0.0,0,0
1501,2018-09-26 05:05:00,0,0,0.0,0,0
1502,2018-09-26 05:10:00,2018-09-26 05:15:00,SENSITY-kc-14,1.0,2018-09-26,05:10:00
1503,2018-09-26 05:15:00,2018-09-26 05:20:00,SENSITY-kc-14,1.0,2018-09-26,05:15:00
1504,2018-09-26 05:20:00,2018-09-26 05:25:00,SENSITY-kc-14,2.0,2018-09-26,05:20:00
1505,2018-09-26 05:25:00,2018-09-26 05:30:00,SENSITY-kc-14,1.0,2018-09-26,05:25:00
1506,2018-09-26 05:30:00,2018-09-26 05:35:00,SENSITY-kc-14,1.0,2018-09-26,05:30:00
1507,2018-09-26 05:35:00,2018-09-26 05:40:00,SENSITY-kc-14,1.0,2018-09-26,05:35:00
1508,2018-09-26 05:40:00,0,0,0.0,0,0
1509,2018-09-26 05:45:00,0,0,0.0,0,0
1510,2018-09-26 05:50:00,0,0,0.0,0,0
1511,2018-09-26 05:55:00,0,0,0.0,0,0
1512,2018-09-26 06:00:00,0,0,0.0,0,0
1513,2018-09-26 06:05:00,0,0,0.0,0,0
1514,2018-09-26 06:10:00,0,0,0.0,0,0
1515,2018-09-26 06:15:00,0,0,0.0,0,0
1516,2018-09-26 06:20:00,2018-09-26 06:25:00,SENSITY-kc-14,1.0,2018-09-26,06:20:00
1517,2018-09-26 06:25:00,2018-09-26 06:30:00,SENSITY-kc-14,1.0,2018-09-26,06:25:00
1518,2018-09-26 06:30:00,2018-09-26 06:35:00,SENSITY-kc-14,2.0,2018-09-26,06:30:00
1519,2018-09-26 06:35:00,2018-09-26 06:40:00,SENSITY-kc-14,3.0,2018-09-26,06:35:00
1520,2018-09-26 06:40:00,2018-09-26 06:45:00,SENSITY-kc-14,3.0,2018-09-26,06:40:00
1521,2018-09-26 06:45:00,2018-09-26 06:50:00,SENSITY-kc-14,3.0,2018-09-26,06:45:00
1522,2018-09-26 06:50:00,2018-09-26 06:55:00,SENSITY-kc-14,2.0,2018-09-26,06:50:00
1523,2018-09-26 06:55:00,2018-09-26 07:00:00,SENSITY-kc-14,2.0,2018-09-26,06:55:00
1524,2018-09-26 07:00:00,2018-09-26 07:05:00,SENSITY-kc-14,1.0,2018-09-26,07:00:00
1525,2018-09-26 07:05:00,2018-09-26 07:10:00,SENSITY-kc-14,1.0,2018-09-26,07:05:00
1526,2018-09-26 07:10:00,2018-09-26 07:15:00,SENSITY-kc-14,1.0,2018-09-26,07:10:00
1527,2018-09-26 07:15:00,2018-09-26 07:20:00,SENSITY-kc-14,1.0,2018-09-26,07:15:00
